id	name	wpn1	wpn2	wpn3	wpn4	wpn5	wpn6	wpn7	armor1	armor2	armor3	armor4	rt	reclimit	basecost	rcost	size	ressize	hp	prot	mr	mor	str	att	def	prec	enc	mapmove	ap	ambidextrous	mounted	mountmnr	skilledrider	reinvigoration	leader	undeadleader	magicleader	startage	maxage	hand	bow	head	body	foot	misc	crownonly	pathcost	startdom	bonusspells	F	A	W	E	S	D	N	G	B	H	rand1	nbr1	link1	mask1	rand2	nbr2	link2	mask2	rand3	nbr3	link3	mask3	rand4	nbr4	link4	mask4	holy	inquisitor	mind	inanimate	undead	demon	magicbeing	stonebeing	animal	coldblood	female	forestsurvival	mountainsurvival	wastesurvival	swampsurvival	cavesurvival	aquatic	amphibian	pooramphibian	float	flying	stormimmune	teleport	immobile	noriverpass	sailingshipsize	sailingmaxunitsize	stealthy	illusion	spy	assassin	patience	seduce	succubus	corrupt	heal	immortal	domimmortal	reinc	noheal	neednoteat	homesick	undisciplined	formationfighter	slave	standard	inspirational	taskmaster	beastmaster	bodyguard	waterbreathing	iceprot	invulnerable	slashres	bluntres	pierceres	shockres	fireres	coldres	poisonres	acidres	voidsanity	darkvision	blind	animalawe	awe	haltheretic	fear	berserk	cold	heat	fireshield	banefireshield	damagerev	poisoncloud	diseasecloud	slimer	mindslime	reform	regeneration	reanimator	poisonarmor	petrify	eyeloss	ethereal	ethtrue	deathcurse	trample	trampswallow	stormpower	firepower	coldpower	darkpower	chaospower	magicpower	winterpower	springpower	summerpower	fallpower	forgebonus	fixforgebonus	mastersmith	resources	autohealer	autodishealer	alch	nobadevents	event	insane	shatteredsoul	leper	taxcollector	gem	gemprod	chaosrec	pillagebonus	patrolbonus	castledef	siegebonus	incprovdef	supplybonus	incunrest	popkill	researchbonus	drainimmune	inspiringres	douse	adeptsacr	crossbreeder	makepearls	pathboost	allrange	voidsum	heretic	elegist	shapechange	firstshape	secondshape	secondtmpshape	landshape	watershape	forestshape	plainshape	xpshape	unique	fixedname	special	nametype	summon	n_summon	batstartsum1	batstartsum2	domsummon	domsummon2	domsummon20	raredomsummon	bloodvengeance	bringeroffortune	realm1	realm2	realm3	batstartsum3	batstartsum4	batstartsum5	batstartsum1d6	batstartsum2d6	batstartsum3d6	batstartsum4d6	batstartsum5d6	batstartsum6d6	turmoilsummon	coldsummon	scalewalls	deathfire	uwregen	shrinkhp	growhp	transformation	startingaff	fixedresearch	divineins	lamialord	preanimator	dreanimator	mummify	onebattlespell	fireattuned	airattuned	waterattuned	earthattuned	astralattuned	deathattuned	natureattuned	bloodattuned	magicboostF	magicboostA	magicboostW	magicboostE	magicboostS	magicboostD	magicboostN	magicboostALL	eyes	heatrec	coldrec	spreadchaos	spreaddeath	corpseeater	poisonskin	bug	uwbug	spreadorder	spreadgrowth	startitem	spreaddom	battlesum5	acidshield	drake	prophetshape	horror	enchrebate50p	latehero	sailsize	uwdamage	landdamage	rpcost	buffer	rand5	nbr5	link5	mask5	rand6	nbr6	link6	mask6	mummification	diseaseres	raiseonkill	raiseshape	sendlesserhorrormult	xploss	theftofthesunawe	incorporate	hpoverslow	blessbers	dragonlord	curseattacker	uwheat	slothresearch	horrordeserter	mindvessel	elementrange	sorceryrange	older	disbelieve	firerange	astralrange	landreinvigoration	naturerange	beartattoo	horsetattoo	reincarnation	wolftattoo	boartattoo	sleepaura	snaketattoo	appetite	astralfetters	foreignmagicboost	templetrainer	infernoret	kokytosret	addrandomage	unsurr	combatcaster	homeshape	speciallook	aisinglerec	nowish	bugreform	mason	onisummon	sunawe	spiritsight	ownblood	invisible	startaff	ivylord	spellsinger	magicstudy	triplegod	triplegodmag	unify	triple3mon	yearturn	fortkill	thronekill	digest	indepmove	unteleportable	reanimpriest	stunimmunity	entangle	alchemy	woundfend	singlebattle	falsearmy	summon5	ainorec	researchwithoutmagic	slaver	autocompete	deathparalyze	adventurers	cleanshape	reqlab	reqtemple	horrormarked	changetargetgenderforseductionandseductionimmune	overcharged	guardianspiritmodifier	isashah	iceforging	isayazad	isadaeva	blessfly	plant	clockworklord	commaster	comslave	minsizeleader	snowmove	swimming	stupid	skirmisher	ironvul	heathensummon	unseen	powerofdeath	reformtime	immortalrespawn	nomovepen	wolf	dungeon	graphicsize	twiceborn	aboleth	tmpastralgems	localsun	tmpfiregems	defiler	mountedbeserk	lanceok	startheroab	minprison	uwfireshield	saltvul	landenc	plaguedoctor	curseluckshield	pathboostuw	pathboostland	noarmormapmovepenalty	farthronekill	hpoverflow	indepstay	polyimmune	horrormark	deathdisease	allret	percentpathreduction	aciddigest	beckon	slaverbonus	carcasscollector	mindcollar	labpromotion	mountainrec	indepspells	enchrebate50	summon1	randomspell	deathpower	deathrec	norange	insanify	reanimator	defector	nohof	batstartsum1d3	enchrebate10	undying	moralebonus	uncurableaffliction	autoblessed	wintersummon1d3	stygianguide	almostundead	truesight	smartmount	mobilearcher	reformingflesh	fearoftheflood	spiritform	chorusslave	chorusmaster	tightrein	corpsestitcher	reconstruction	nofriders	coridermnr	holycost	animatemnr	lich	glamourman	erastartageincrease	moreorder	moregrowth	moreprod	moreheat	moreluck	moremagic	nofmounts	divinebeing	falsedamagerecovery	uwpathboost	nofalldmg	randomitems	fireempower	airempower	waterempower	earthempower	popspy	capitalhome	deathslimeexpl	deathpoisonexpl	deathshockexpl	drawsize	clumsy	petrificationimmune	regainmount	nobarding	scarsouls	spikebarbs	pretenderstartsite	mountiscom	nothrowoff	offscriptresearch	bird	decayres	unmountedspr	cubmother	exhaustion	glamour	deadhp	maxdeadhp	verystupid	deathdiseaseexpl	end
3546	Turan Gryphon	20	408						172				1		100	1	8	8	44	7	13	15	16	13	8	10	4	20	15						50					0		0	0	0	2																															1								1				1	1							1																																																																																																																																																																																																													10000																																																																																																												1																																																																		100																																																											
3547	Tiger	322	236										1		10030	1	4	4	22	4	5	13	15	13	11	5	3	20	20						50				35	0		0	0	0	2																																							1			1																															1																				50																																																																																																																																																																			30																																																																																																																																																																																																																																									
3548	Armored Tiger	322	236						287				1		10030	1	4	4	22	4	5	13	15	13	11	5	3	20	20						50				35	0		0	0	0	2																																							1			1																															1																				50																																																																																																																																																																			30																																																																																																																																																																																																																																									
3549	Sacred Tiger	322	236										1		10030	1	4	4	23	4	6	14	15	13	11	5	3	20	20						50				35	0		0	0	0	2																															1								1			1																															1																				50																																																																																																																																																																			30																																																																																																																																																																														100																																																											
3550	Armored Sacred Tiger	322	236						287				1		10030	1	4	4	23	4	6	14	15	13	11	5	3	20	20						50				35	0		0	0	0	2																															1								1			1																															1																				50																																																																																																																																																																			30																																																																																																																																																																														100																																																											
3551	Moose	397	634										1		10020	1	6	6	38	6	5	9	16	9	9	5	3	20	24						50					0		0	0	0	2																																							1			1																40															1																5																																																																																																																																																																							15																																																																																																										1																																																																																																																															
3552	* Armored Moose	397	634										1		0	1	6	6	38	6	5	9	16	9	9	5	3	20	24						50					0		0	0	0	2																																							1			1																40															1																5																																																																																																																																																																							10000																																																																																																										1																																																																																																																															
3553	Cave Drake	20											1		60	1	6	6	58	22	12	14	19	8	7	5	5	1	7						10					0		0	0	0	2																																							1	1			1																														1																				50																																																																																																																																																																			10000																																																																																																																																																																														100																																																											
3554	Great Spider	65	261	262									1		15	1	7	7	26	14	5	10	11	12	10	10	2	16	14						50					0		0	0	0	2																																							1			1																															1																	15																																																																																																																																															8																							15																																																																																																												1																																																																																																																													
3555	Hunter Spider	65	261										1		70	1	9	9	55	16	13	14	16	14	12	5	2	3	22						50					0		0	0	0	2																															1								1			1																																																15																																																																																																																																															8																							25																																																																																																												1																																																																		100																																																											
3556	Pegasus	55											1		10035	1	6	5	25	3	11	11	15	12	12	5	1	26	30						10					0		0	0	0	2																															1								1												1																																																																																																																																																																																																													25																																																																																																																																																																														100																																																											
3557	Armored Pegasus	55							252				1		10035	1	6	5	25	3	11	11	15	12	12	5	1	26	30						10					0		0	0	0	2																															1								1												1																																																																																																																																																																																																													25																																																																																																																																																																														100																																																											
3558	Skeletal Horse	55							256				1		0	1	5	5	10	0	10	50	15	11	9	5	0	24	28						10	50				0		0	0	0	2																																		1	1														1																					1	1															1			15	25																																																																																																																																																																						10000																																																										1																																																																																																																																																										-10																					
3559	Skeletal War Horse	55							257				1		0	1	5	5	11	0	10	50	15	11	9	5	0	24	28						10	50				0		0	0	0	2																																		1	1														1																					1	1															1			15	25																																																																																																																																																																						10000																																																										1																																																																																																																																																										-10																					
3560	Flayed Horse	831											1		0	1	5	5	30	0	15	30	18	14	12	10	0	24	30						10	50				0		0	0	0	2																																		1	1														1																						1															1			15	25								5																	1																																																																																																																																													10000																																																										1																																																																																																																																																																															
3561	Nightmare	55							251				1		20	1	5	5	12	0	10	50	10	11	9	10	0	24	25						10	50				0		0	0	0	2																															1			1	1														1																					1	1															1			15	25								5																																																																																																																																																														10																																																										1																																																																																																																																																										-10																					
3562	Skeletal Beast	55											1		0	1	6	6	30	0	12	50	20	12	10	10	0	24	22						10	50				0		0	0	0	2																																		1	1														1																					1	1															1			15	25																																																																																																																																																																						10000																																																										1																																																																																																																																																																															
3563	Chariot	55											1		10020	10	6	5	20	3	5	9	14	10	10	5	2	18	20						50					0		0	0	0	2																																							1																																																																															1																																																																																																																																										15																																																																																																																				1																																																																																																																					
3564	Chariot	55							251				1		10020	10	6	5	20	3	5	9	14	10	10	5	2	18	20						50					0		0	0	0	2																																							1																																																																															1																																																																																																																																										15																																																																																																																				1																																																																																																																					
3565	Cataphracted Chariot	55							253				1		10023	15	6	5	20	3	5	10	14	11	10	5	2	18	18						100					0		0	0	0	2																																							1																																																																															1																																																																																																																																										15																																																																																																																				1																																																																																																																					
3566	Centaur Chariot	357	1	55					103	119	2		1		10025	10	6	5	20	3	13	8	10	9	12	12	5	3	22	6					50					2	1	1	1	0	2																																																																		1									1																																											1																																																																																																																																										10000																																																																																																																				1																																																																																																																					
3567	Centaur Chariot	357	55						103	119	2		1		10020	10	6	5	20	3	13	8	13	9	12	12	5	3	22						50					2	1	1	1	0	2																																																																		1									1																																											1																																																																																																																																										10000																																																																																																																				1																																																																																																																					
3568	Lizard Chariot	20							289				1		10020	10	6	4	23	8	5	13	14	13	12	4	3	16	18						100					0		0	0	0	2																																							1	1																																																		5																												1																																																																																																																																										15																																																																																																																				1																																																																																																																					
3569	Tomb Chariot	20							264	135			1		0	0	6	4	12	0	11	50	14	14	12	4	0	20	18						10	10				0		0	0	0	2																																		1	1																																			1	1															1			15	25																												1																																																																																																																																										10000																																																										1																																																										1																																																																																																																					
3570	War Cart	55	55						251				1		10030	12	7	7	40	3	5	9	15	10	10	5	2	18	15						50					0		0	0	0	2																																							1					1																																																																										1																																																																																																																																										10																																																																																																																																																																																																																																									
3571	Mushussu	399	236	398									1		150	10	9	8	68	15	16	16	20	14	9	10	3	20	18						50				200	2	1	1	1	1	2																																								1					1																																													15								5																				1																																																																																																																																										40																																									10							1																																																												1																																																																																																																													
3572	Fay Horse Chariot	55											1		10025	15	6	5	24	5	13	13	15	13	15	5	1	24	16						50					0		0	0	0	2																															1								1																			40																														15																														1																																																																																																																																										25																																																																																																																																																																																																																																				1					
3573	Steppe Horse	55											1		10010	1	5	5	18	3	5	7	13	8	10	5	2	24	26						10					0		0	0	0	2																																							1																																																																																																																																																																																																																									10																																																																																																																																																																																																																				-15																					
3574	Armored Steppe Horse	55							251				1		10015	1	5	5	20	3	5	9	14	10	10	5	2	24	25						10					0		0	0	0	2																																							1																																																																																																																																																																																																																									15																																																																																																																																																																																																																				-10																					
3575	Armored Steppe Horse	55							252				1		10015	1	5	5	20	3	5	9	14	10	10	5	2	24	25						10					0		0	0	0	2																																							1																																																																																																																																																																																																																									15																																																																																																																																																																																																																				-10																					
3576	Cataphracted Steppe Horse	55							253				1		10018	1	5	5	20	3	5	10	14	11	10	5	2	24	25						10					0		0	0	0	2																																							1																																																																																																																																																																																																																									15																																																																																																																																																																																																																																									
3577	Steppe Horse	55											1		10010	1	5	5	18	3	6	9	13	8	10	5	2	24	26						10					0		0	0	0	2																																							1																																																																																																																																																																																																																									10																																																																																																																																																																																																																				-10																					
3578	Armored Steppe Horse	55							251				1		10015	1	5	5	20	3	6	11	14	10	10	5	2	24	25						10					0		0	0	0	2																																							1																																																																																																																																																																																																																									15																																																																																																																																																																																																																				-10																					
3579	Armored Steppe Horse	55							252				1		10015	1	5	5	20	3	6	11	14	10	10	5	2	24	25						10					0		0	0	0	2																															1								1																																																																																																																																																																																																																									15																																																																																																																																																																																																																				-10																					
3580	Cataphracted Steppe Horse	55							253				1		10020	1	5	5	20	3	6	12	14	11	10	5	2	24	25						10					0		0	0	0	2																															1								1																																																																																																																																																																																																																									15																																																																																																																																																																																																																				-10																					
3581	Cataphracted War Horse	55							253				1		10020	1	5	5	20	3	6	12	14	11	10	5	2	24	25						10					0		0	0	0	2																															1								1																																																																																																																																																																																																																									15																																																																																																																																																																																																																				-10																					
3582	Destrier	55							254				1		10035	1	5	5	22	4	6	12	15	11	10	5	2	20	23						10					0		0	0	0	2																															1								1																																																																																																																																																																																																																									20																																																																																																																																																																																																																				-10																					
3583	Destrier	55							254				1		10040	1	5	5	24	4	6	13	16	12	10	5	2	20	23						10					0		0	0	0	2																															1								1																																																																																																																																																																																																																									20																																																																																																																																																																																																																				-10																					
3584	Black Destrier	55							280				1		10040	1	5	5	24	4	6	13	16	12	10	5	2	20	23						10					0		0	0	0	2																															1								1																																																																																																																																																																																																																									20																																																																																																																																																																																																																				-10																					
3585	Bearer	92											1		2	1	3	3	12	0	10	6	11	7	7	10	3	10	6						50					2	1	1	1	1	2																																																																											1																																																																																																							106																																																																														10000																																																																																																																																																																																																																								1																	
3586	Bearer	92											1		2	1	4	3	12	0	10	6	11	7	7	10	3	16	6						50					2	1	1	1	1	2																																											1																																1														5																																																																																																																																																																							10000																																									-1																																																																																																																																																																															1																	
3587	Bekryde	165	360						44				1		10012	1	3	3	13	1	9	11	12	10	10	8	3	16	13						10					2	1	1	1	1	2																																											1																														1															5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3588	Bekryde Warrior	373							10				1		10012	1	3	3	13	1	9	11	12	10	10	8	3	16	13						10					2	1	1	1	1	2																																											1																														1															5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3589	Bekryde Scout	373							10				1		10012	1	3	3	13	1	9	11	12	10	10	8	3	16	13						0					2	1	1	1	1	2																																											1															60																														5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3590	Bekryde Champion	373							10	150			1		10012	1	3	3	15	1	9	12	13	11	11	9	3	16	13						50					2	1	1	1	1	2																																											1																														1															5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3591	Bekryde Infantry	643							142	135	2		1		10012	1	3	3	13	1	9	11	12	10	10	8	3	16	13						50					2	1	1	1	1	2																																											1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3592	Bekryde Heavy Infantry	643							136	135	2		1		10012	1	3	3	13	1	9	11	12	10	10	8	3	16	13						50					2	1	1	1	1	2																																											1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3593	Bebryx Guard	6							12	20	2		1		10016	1	3	3	15	1	10	12	13	11	11	8	3	16	13						50					2	1	1	1	1	2																															1												1																																					2								5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3594	Bekryde Commander	643							136	135	2		1		10012	1	3	3	15	1	9	12	13	11	11	9	3	16	13						50					2	1	1	1	1	2																																											1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3595	Bebryx	6							12	20	2		1		10017	1	3	3	15	1	10	13	13	12	12	9	3	16	13						75					2	1	1	1	1	2														1																	1												1																																		2											5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3596	Bekryde Shaman	446							44	150			1		10012	1	3	3	14	1	13	9	12	9	9	8	3	16	13						10					2	1	1	1	1	2								1						1	100	1	1	9728													1												1																																													5	5				50																																																													-2																																																																																																						12000																																																																																																																																																																																																																																									
3597	Mairu Warrior	165							44				1		10035	1	6	6	42	5	12	13	22	11	10	10	2	16	17						10				150	2	1	1	1	1	2																																											1																																																																																																																																																																																																																					35000																																									1																																																																																																																												107																																																																				
3598	Mairu Hurler	252	27						44				1		10035	1	6	6	40	5	12	13	22	10	10	10	2	16	17						10				150	2	1	1	1	1	2																																											1																																																																																																										5																																																																																																											35000																																									1																																																																																																																												107																																																																				
3599	Mairu Champion	14	21						44				1		10035	1	6	6	45	5	14	14	23	12	11	10	2	16	17						50				150	2	1	1	1	1	2								1																																			1																																																																																																																																																																																																																					35000																																									1																																																																																																																												107																																																																				
3600	Basajaun	7											1		10025	1	5	5	31	7	15	14	18	11	9	9	3	16	14						10				150	2	1	1	1	1	2								2			1				100	1	1	8960													1											1	1																																													5	5				50																																						1																																																																																																																													25000																																																																																																																																																																																																																																									
3601	Basandere	92											1		10025	1	5	5	26	5	15	14	17	11	9	9	3	16	14						10				150	2	1	1	1	1	2							1	1			2				100	1	1	1792													1										1	1	1																																													5	5				50																																																										50																																																																																																									25000																																																																																																																																																																																																																																									
3602	Jentil	14											2		10100	1	8	8	73	7	18	14	26	12	11	10	2	20	14						50				1000	2	1	1	1	1	2							1	3			1				10	1	1	9728													1												1																																													5	5				50																																						2		25																																																																																																																											100000																																																																																																																																																																																																																																									
3603	Sorgina	9											1		10010	1	3	3	10	0	17	13	9	10	12	12	3	20	12						10				250	2	1	1	1	1	2						3	1	1			1			1	10	1	1	9984													1										1	1	1								1	1																																									100																																																																									3604																																																																																										10000																																																																																																																																																																																																																				-30																					
3604	Black Cat	20											1		0	1	1	1	4	0	17	13	4	12	15	12	2	20	24						0				250	0		0	0	0	2																															1										1	1	1															80																																			100																																																																									3603																																																																																										10000																																																																																																																																																																																																																																									
3605	Tartalo	165							44				1		10035	1	7	7	47	6	9	14	24	11	9	7	2	16	17						35				150	2	1	1	1	1	2																																											1																																				2																																																																																																			107	3142	2																																																					1																							2																																									1																																																																																																																												107																																															-15																					
3606	Bekryde Shepherd	7							44				1		10027	1	3	3	13	1	9	9	12	9	9	8	3	16	13						20					2	1	1	1	1	2																																											1																																				2									5	5				50																																																																																						2512	1																																																																												2																																																																																																																																																																																																																																									
3607	Pyrènian Crossbowman	12	25						6	120			1		10012	1	3	3	12	0	9	11	11	9	9	8	3	15	12						50					2	1	1	1	1	2																																											1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3608	Pyrènian Spearman	1							8	20	2		1		10012	1	3	3	12	0	9	11	11	10	10	8	3	15	12						50					2	1	1	1	1	2																																											1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3609	Pyrènian Footman	8							8	20	3		1		10012	1	3	3	12	0	9	11	11	10	10	8	3	15	12						50					2	1	1	1	1	2																																											1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3610	Pyrènian Man at Arms	8							13	20	3		1		10017	1	3	3	14	0	9	12	12	11	11	8	3	15	12						50					2	1	1	1	1	2																																											1																																					2								5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3611	Pyrènian Swordsman	11							13	20			1		10016	1	3	3	14	0	9	11	12	11	11	8	3	15	12						50					2	1	1	1	1	2																																											1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3612	Pyrènian Knight	4	8						18	21	3		1		10022	1	3	3	15	0	9	13	12	12	12	8	3	14	12			3517	2		50					2	1	1	1	1	2																																																																																								5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																	117048								
3613	Emerald Knight	4	8						19	21	3		1		10027	1	3	3	16	0	10	13	13	12	12	10	3	15	12			3623	2		50					2	1	1	1	1	2																															1												1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																	117052								
3614	Pyrènian Castellan	8							13	20	3		1		10022	1	3	3	13	0	9	12	12	11	11	10	3	15	12						75					2	1	1	1	1	2																																											1																																													5	5				50																																																							10																																																																																																												12000																																																																																																																																																																																																																																									
3615	Pyrènian Marquess	4	8						18	21	3		1		10019	1	3	3	17	0	9	13	13	12	12	10	3	15	12			3517	3		100					2	1	1	1	1	2																																																																																								5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																	117008								
3616	Emerald Count	4	8						19	21	3		1		10022	1	3	3	14	0	13	12	12	12	12	10	3	15	12			3623	3		100				40	2	1	1	1	1	2														1																	1												1																																													5	5				50																																																																																																																																																																			2																																																																																																																																																																																																																																	117012								
3617	Pyrènian Monk	9											1		10012	1	3	3	11	0	12	9	10	9	9	8	3	15	10						10					2	1	1	1	1	2														1	100	1	1	42112													1												1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3618	Pyrènian Priest	9											1		10012	1	3	3	10	0	12	11	9	9	9	10	3	15	10						50					2	1	1	1	1	2														1	50	1	1	32768													1												1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3619	Pyrènian Bishop	9											1		10012	1	3	3	9	0	17	13	9	9	9	10	3	15	10						50				40	2	1	1	1	1	2													1	2	100	1	1	33920													1												1																																													5	5				50																																																																																																																																																																			12000																																																																																																																																																																																																																																									
3620	Sorgina	9											1		10010	1	3	3	10	0	16	13	9	10	12	12	3	20	12						10			165	250	2	1	1	1	1	2					1	2							2																												1	1	1								1	1																																									100																																																																									3621																																																																																										10000																																																																																																																																																																																																																				-30																					
