id#;name;era;frq;mask;lvl;type;F;A;W;E;S;D;N;B;gold;res;sup;unr;exp;lab;fort;scale1;scale2;rit;ritrng;runit1;;runit2;;runit3;;runit4;;runit5;;sumpath;sum1;sum1name;#sum1;sum2;sum2name;#sum2;sum3;sum3name;#sum3;conj;alter;evo;const;ench;thau;blood;heal;disease;curse;horror;holyfire;holypow;scry;adventure;plains;forest;mount;waste;farm;sea;coast;swamp;deepsea;cave;unique;other
396;Ancient Forge;;2;735;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
397;Chamber of Changes;;2;735;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
398;Standing Stones;;2;735;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
399;Conjurer's Cave;;2;516;3;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30%;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
400;The Statue of the Sitting God;;0;16607;2;Earth;;;;;1;;;;;;;;;;;Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
401;The Jade Pagoda;;2;16607;1;Earth;;;1;1;1;;;;;;;;;;;;;;;1894;Minister of Magic;808;Master of the Way;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
402;The Imperial Quarry;;0;16639;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;Yes;
403;Dolmen;;1;17119;1;Death;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
404;Forest of Golden Leaves;;2;16386;0;Earth;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Yes;
405;The Vaults Beneath;;2;16607;3;Earth;;;;1;;;;;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
406;The Deepest Mine;;2;16900;2;Earth;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;Yes;
407;The Sun Below;;2;16904;4;Earth;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;Yes;Yes;
408;Endless Caverns;;2;516;2;Earth;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
409;Glowing Caverns;;2;516;2;Earth;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
410;The Mosaic Desert;;2;16392;2;Earth;1;1;;1;;;;;;;;;;;;;;;;2245;Sorcerer of the Sands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;
411;Villa of Ever Changing Fresques;;2;16400;2;Earth;1;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;Yes;
412;Bear Mountain;;2;16388;0;Earth;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
413;The Cliff of Seven Directions;;2;16388;3;Earth;;;;1;1;;;;;;;;;;;Magic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
414;Enchanted Tower;;0;223;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
415;Earthroot Tower;;1;223;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
416;Sulphur Cliffs;;1;8;2;Earth;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
417;Snowcap Mountain;;1;4;2;Earth;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
418;Thundertop Mountain;;1;4;2;Earth;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
419;Meteorite Cliffs;;1;223;2;Earth;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
420;Iron Tomb;;1;516;2;Earth;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
421;Rock Forest;;1;2;2;Earth;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
422;Ctonian Gate;;2;735;2;Earth;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
423;Library;;1;223;0;Astral;;;;;;;;;;;;;;;;;;;;478;Sage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
424;Painted Cave;;0;735;1;Astral;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
425;Maze;;0;735;1;Astral;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
426;Monolith;;1;223;2;Astral;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
427;Crystal Garden;;0;735;3;Astral;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
428;Lake of Reflected Time;;1;223;0;Astral;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
429;Strange Opening;;1;735;1;Astral;;;;;2;;;;;;;;;;;Misfortune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
430;Sages Guild;;1;223;1;Astral;;;;;1;;;;;;;;;lab;;;;;;478;Sage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
431;Abandoned Laboratory;;1;735;1;Astral;;;;;;;;;;;;;;lab;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
432;Crystal Flames;;1;735;1;Astral;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
433;Mirror Palace;;1;16607;1;Astral;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
434;Caves of Passing Time;;1;735;1;Astral;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
435;Scrying Pool;;2;735;1;Astral;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Astral;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
436;Pyramid of Life;;1;223;1;Astral;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
437;Totem Collection;;1;223;1;Astral;;;;;1;;1;;;;;;;;;Luck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
438;Gateway;;2;735;1;Astral;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
439;Distortion;;2;735;1;Astral;;;;;1;;;;;;;;;;;;;*;2;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
440;Nexus;;2;735;1;Astral;;;;;1;;;;;;;;;;;;;S;1;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
441;Village of Strange Men;;2;223;1;Astral;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
442;The Ancient Master;;1;16607;1;Astral;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
443;The Crystal Citadel;;1;16607;2;Astral;;;;1;1;;;;;;;;;lab;24;;;;;340;Crystal Mage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
444;Citadel of the Lore Masters;;1;16607;2;Astral;;;;;2;;;;;;;;;lab;;;;;;479;Lore Master;478;Sage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
445;The Metal Spires;;2;16607;3;Astral;;;;;3;;;;;;;;;;;;;;;101;Adept of the Golden Order;100;Adept of the Silver Order;477;Adept of the Iron Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
446;The Council of Sages;;2;16607;1;Astral;;1;1;1;1;;;;;;;;;;;;;;;479;Lore Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
447;Moon Mages Circle;;2;16607;2;Astral;;;;;2;1;;;;;;;;;;;;;;342;Moon Mage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
448;The Hidden Kingdom of Elludia;;2;16607;2;Astral;;;;;3;1;;;;;;;;;9;;;;;630;Elludian Moon Mage;629;Stalker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
449;The Grey Tower of Nexus;;2;16607;3;Astral;;;;;3;;;;;;;;;;;;;;;390;Grey Knight;391;Grey Lord;106;Shadow Seer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
450;The Ultimate Gateway;;2;17119;3;Astral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40%;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
451;Library of Time;;2;16607;4;Astral;;;;;4;;;;;;;;;;;;;;;106;Shadow Seer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;reveals score graphs
452;The Crystal Academy;;2;17119;3;Astral;;;;1;1;;;;;;;;;lab;;;;;;340;Crystal Mage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
453;Temple of the All-Seeing Eye;;2;17119;3;Astral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Astral;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
454;Throne of Enlightenment;;2;16388;4;Astral;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30%;;;;;;;;;;;;;Yes;;;;;;;;Yes;
455;Moonlit Pond of Pearls;;2;223;2;Astral;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
456;Strange House in the Mist;;2;16607;3;Astral;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;Astral;;void monsters;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
457;The Cave of Souls;;2;16900;1;Astral;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;Yes;
458;The Mountain of the Past;;2;16392;4;Astral;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;
459;The Endless Field of Cubes;;2;16392;4;Astral;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2%;;;;;;;;Yes;;;;;;;Yes;
460;Enchanted Gate;;0;735;1;Astral;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
461;Skywatch Tower;;1;223;1;Astral;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
462;Nightlight Fen;;1;128;2;Astral;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;
463;Moon Mirror;;1;223;2;Astral;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
464;Mooncatch Lake;;1;223;2;Astral;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
465;Mountain Crater;;1;4;2;Astral;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
466;Painted Crypt;;1;735;2;Astral;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
467;Moonvine Forest;;1;2;2;Astral;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
468;Huge Crater;;5;255;0;Astral;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;;
469;The Forgotten City;;2;16607;3;Astral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2%;;;;10;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
470;Battlefield;;0;735;1;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
471;Burial Mound;;0;223;1;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
472;Graveyard of the Damned;;0;223;1;Death;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
473;Cave of Ghouls;;1;735;2;Death;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;Death;198;Ghoul;3;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
474;Well of Pestilence;;0;223;3;Death;;;;;;1;;;;;;;;;;Death;;D;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2%;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
475;Haunted Village;;1;223;0;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
476;Gallows;;1;223;1;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
477;Broken Tower;;1;223;1;Death;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
478;Forest of the Dead;;0;2;1;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
479;Ashen Forest;;1;10;2;Death;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;Yes;;;;;;;;
480;Banefire Braziers;;1;735;1;Death;1;;;;;1;;;;;;;;;;Death;Heat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
481;Windswept Catacombs;;1;223;1;Death;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
482;Crypt in the Sand;;1;223;1;Death;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
483;Witches Bog;;0;134;1;Death;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;;;;;Yes;;;;
484;Catacombs;;1;735;1;Death;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
485;Overgrown Graveyard;;1;223;1;Death;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
486;Marble Mausoleum;;2;735;1;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
487;Raven Oak;;2;223;1;Death;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
488;Black Tower;;2;223;2;Death;;;;;;3;;;;;;;;lab;;;;;;95;Circle Master;94;Conjurer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
489;Death Mound Downs;;2;223;2;Death;;;;;;2;;;;;;;;;;;;;;310;Necromancer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
490;Statue of Death;;2;735;3;Death;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
491;Chillsick Swamp;;1;16514;1;Death;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5%;;;;;;;;Yes;;;;;;Yes;;;Yes;
492;Leper Fens;;1;16513;1;Death;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10%;;;;;;;Yes;;;;;;;Yes;;;Yes;
493;Grayshade Forest;;1;16386;1;Death;;;;;;3;;;;;;;;;;;;;;310;Necromancer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Yes;
494;Litter Skull;;1;17119;2;Death;;;;;;4;;;;;;;;;;;;;;310;Necromancer;;;;;;;;;Death;197;Soulless;3;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
495;The Crypt Underneath;;1;17119;2;Death;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
496;Flesh Garden of Mortal Remains;;1;16607;3;Death;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
497;The Bowl of the Lost;;1;16607;3;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;Death;185;Bane;1;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
498;Skull Temple;;2;16607;0;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;Death;535;Longdead Archer;1;189;Longdead Horseman;1;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
499;Tomb of the Ancients;;2;16388;3;Death;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
500;The Shaded Lands;;2;16607;0;Death;;;;;;3;;;;;;10;;;;;;;;;;;;;;;;;;Death;676;Shade;1;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
501;The City of a Thousand Wonders;;2;16607;1;Death;1;;;;;2;;;;;;;;;7;Death;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
502;The Mausoleum of the Great Sarlah;;2;16607;2;Death;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;Death;433;Bone Fiend;2;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
503;The Shadow Furnace;;2;17119;4;Death;1;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
504;Halls of the Dead;;2;735;1;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
505;Banefire Forge;;2;735;1;Death;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
506;Crown of Darkness;;2;16388;4;Death;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40%;;;10%;;;;;;;;;Yes;;;;;;;;Yes;
507;The Obsidian Sphere;;2;16396;3;Death;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Death;;;;Yes;Yes;;;;;;;Yes;
508;The Draining Stone;;2;16392;3;Death;;;;1;;3;;;;;;;;;;Drain;Death;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;
509;Well of Darkness;;2;735;2;Death;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
510;Enchanted Tomb;;0;735;1;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
511;Bonedoor Tower;;1;223;1;Death;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
512;Flaming Tomb;;1;735;2;Death;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
513;Shademist Swamp;;1;128;2;Death;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;
514;Plaguewater Stream;;1;735;2;Death;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3%;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
515;Valley of the Dead;;1;8;2;Death;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;Death;625;Mummy;1;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
516;Silver Sarcophagus;;1;735;2;Death;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
517;Carrion Thicket;;1;2;2;Death;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;Death;715;Carrion Beast;1;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
518;The City of the Damned;;2;16607;2;Death;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1%;;;;;7;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
519;Glen of Verdant Greenery;;0;223;1;Nature;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
