id#;unitname;wpn1;wpn2;wpn3;wpn4;wpn5;wpn6;wpn7;helm;armor;shield;misc;rt;lim;basecost;gmon;gcom;rsrc;sz;resz;hp;prot;mr;mor;str;att;def;prec;enc;map;ap;adx;cav;inv;ldr-n;ldr-u;ldr-m;agestrt;ageold;hand;head;body;foot;misc;path;dom;inn;F;A;W;E;S;D;N;B;H;rand1;nbr1;link1;mask1;rand2;nbr2;link2;mask2;rand3;nbr3;link3;mask3;rand4;nbr4;link4;mask4;holy;inq;mind;lifeless;undead;demon;mgcbng;stone;animal;cldbld;female;forest;mount;waste;swamp;cave;aqua;amphi;pamph;float;fly;strmfly;telep;immob;noriver;sailsz;sailmaxsz;stealth;glam;spy;assassin;patience;seduce;succubus;corrupt;rec;imm;reinc;noheal;noeat;homesick;undisc;ffight;slave;std;i-ldr;taskm;beastm;bodyg;waterbr;iceprot;invul;slash;blunt;pierce;resshck;resfire;rescold;respois;voidsan;dv;blind;aawe;awe;halt;fear;brsrk;chill;heat;fshld;bfshld;dmgrev;pcloud;plague;slime;mindslime;disbel;reform;regen;reanim;barbs;petrify;eyeloss;eth;ethtrue;deathcu;trmpl;swal;pwstrm;pwfire;pwcold;pwdark;pwchaos;pwmagic;winter;spring;summer;fall;forge;fixforge;smith;reso;heal;dishe;alch;fortune;event;insane;soulsh;reaper;tax;gem;gemgen;chaosrec;pllg;ptrl;cdef;siege;def-org;sup;unrest;popkill;research;drainres;i-resch;bloodsearch;sacr;ivylord;xbreed;pearl;pathboost;ritualrange;voidsum;her;eleg;shapechange;1shape;2shape;tmp2shape;landshape;seashape;forestshape;normalshape;unique;uniquename;special;nametype;type;class;from;sum;#sum;autosum;#autosum;batsum;#batsum;domsum;#domsum
2142;Nithing;17;;;;;;;;;;;1;;60;60;60;1;2;2;12;0;11;11;11;11;11;10;3;2;12;;;;80;0;0;27;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;?;?;;;;;;;;
2143;Werewolf;20;29;29;;;;;;;;;1;;0;0;0;1;3;3;20;6;15;17;14;13;12;5;2;2;14;;;;40;0;0;22;100;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;?;?;;;;;;;;
2144;Galdramathr;7;;;;;;;;;;;1;;10010;10;25;1;2;2;13;0;14;12;10;9;9;10;4;2;10;;;;10;0;0;22;100;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;?;?;;;;;;;;
2145;Werewolf;20;29;29;;;;;;;;;1;;10010;10;40;1;3;3;20;6;15;17;14;13;12;5;2;2;14;;;;40;0;0;22;100;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;?;?;;;;;;;;
2146;Seithberender;8;;;;;;;;13;;;1;;10010;10;70;1;2;2;12;0;11;11;11;11;11;10;3;2;12;;;;80;0;0;27;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;?;?;;;;;;;;
2147;Seithmathr;8;;;;;;;;13;;;1;;10010;10;70;1;2;2;12;0;11;11;11;11;11;10;3;2;12;;;;80;0;0;27;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;?;?;;;;;;;;
2148;Archer;9;23;;;;;;;10;;;1;;10010;10;40;1;2;2;10;0;10;8;10;8;8;10;3;2;12;;;;40;0;0;22;50;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2149;Gode;17;;;;;;;;8;;;1;;10010;13;45;1;2;2;12;0;11;11;11;11;11;10;3;2;12;;;;10;0;0;33;50;2;1;1;0;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Priest;Recruitment;;;;;;;;
2150;Herse;8;21;;;;;;20;13;2;;1;;10010;10;55;1;2;2;12;0;11;11;11;11;11;10;3;2;12;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;999;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Commander;Recruitment;;;;;;;;
2151;Battle Deacon;12;;;;;;;127;9;;;1;;10010;13;65;1;2;2;11;0;12;12;10;11;11;10;3;2;12;;;;40;0;0;33;50;2;1;1;1;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Priest;Recruitment;;;;;;;;
2152;Standard;8;21;;;;;;126;9;4;;1;;10020;20;50;1;2;2;10;0;10;10;10;10;10;10;3;2;12;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2153;Wardog;20;;;;;;;;172;;;1;;7;7;7;1;1;1;8;2;5;11;7;11;11;5;2;3;20;;;;40;0;0;3;7;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2154;Satyr Commander;1;;;;;;;123;9;2;;1;;10009;9;35;1;2;2;16;1;13;12;11;12;14;10;3;2;14;;;;10;0;0;37;90;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;40;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Commander;Recruitment;;;;;;;;
2155;Stymphalian Bird;539;29;29;;;;;135;100;;;1;;10008;8;20;1;2;2;7;0;11;9;8;9;10;8;3;3;4;;;;40;0;0;37;90;0;1;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2156;Centauride;55;9;23;;;;;;;;;1;;10025;25;60;1;3;3;18;3;13;11;12;10;15;12;3;3;32;;;;40;0;0;37;90;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;40;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2157;Centauride Warrior;1;55;21;;;;;;103;2;;1;;10030;30;65;1;3;3;18;3;13;11;12;11;15;12;3;3;32;;;;40;0;0;37;90;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;40;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2158;Centauride Hierophant;55;9;23;;;;;;;;;1;;10025;30;120;1;3;3;20;3;15;14;12;11;16;13;3;3;32;;;;40;0;0;57;90;2;1;1;0;2;;;;;;;;;;;;1;100;1;1;8704;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;40;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Priest;Recruitment;;;;;;;;
2159;Gelatinous Cube;542;;;;;;;;;;;1;;0;0;0;1;4;4;50;0;12;50;16;8;5;0;0;1;2;;;;0;0;10;0;10;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;1;;;;;;;;;;65;;;;;;;;;;;;1;;;;;;;;;;;;;1;1;1;;15;5;15;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Summon;;;;;;;;
2160;Enkidu;92;;;;;;;;44;;;1;;10017;17;45;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2161;Enkidu Scout;373;;;;;;;;44;;;1;;10017;17;30;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;0;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Scout;Recruitment;;;;;;;;
2162;Enkidu;252;;;;;;;;44;;;1;;10017;17;45;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2163;Enkidu Archer;9;24;;;;;;;44;;;1;;10017;17;45;1;3;3;24;2;11;10;15;9;8;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2164;Enkidu Warrior;373;;;;;;;;44;2;;1;;10017;17;45;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2165;Enkidu Warrior;252;;;;;;;;44;2;;1;;10017;17;45;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2166;Enkidu Chief;253;;;;;;;;44;;;1;;10017;17;45;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Commander;Recruitment;;;;;;;;
2167;Enkidu Shaman;7;;;;;;;;44;;;1;;10017;17;280;1;3;3;24;2;17;12;15;10;9;10;3;2;14;;;;10;0;0;60;50;2;1;1;1;2;;;;;;;2;;;3;;;100;1;1;9728;10;1;1;13824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;c;Mage;Recruitment;;;;;;;;
2168;Enkidu Hunter;373;21;;;;;;;44;;;1;;10022;22;55;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2169;Enkidu Hunter Chief;373;21;;;;;;;44;;;1;;10017;17;50;1;3;3;24;2;11;12;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Commander;Recruitment;;;;;;;;
2170;Enkidu Head Hunter;253;;;;;;;;44;;;1;;10032;30;65;1;3;3;24;2;12;14;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2171;Enkidu Bone Reader;7;;;;;;;;44;;;1;;10017;17;115;1;3;3;24;2;15;12;15;10;9;10;3;2;14;;;;10;0;0;22;50;2;1;1;1;2;;;;;;;1;;1;;;;100;1;1;6656;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;c;Mage;Recruitment;;;;;;;;
2172;Enkidu Soldier;253;;;;;;;;44;2;;1;;10017;17;45;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2173;Enkidu Horn Blower;9;;;;;;;;44;;;1;;10037;35;65;1;3;3;24;2;11;11;15;10;9;10;3;2;11;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2174;Enkidu Spear Guard;1;;;;;;;;142;2;;1;;10017;17;50;1;3;3;24;2;11;11;15;10;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2175;Ur-Guard;253;;;;;;;;142;2;;1;;10022;22;55;1;3;3;26;2;11;12;16;11;10;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2176;Enki's Chosen;253;;;;;;;;136;2;;1;;10027;35;70;1;3;3;27;2;12;13;16;12;10;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2177;Enkidu Commander;1;;;;;;;;142;2;;1;;10017;17;45;1;3;3;24;2;12;12;15;11;11;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Commander;Recruitment;;;;;;;;
2178;Enkidu Elder;7;;;;;;;;44;;;1;;9997;0;35;1;3;3;24;2;12;9;15;10;9;10;3;2;14;;;;80;0;0;71;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Commander;Recruitment;;;;;;;;
2179;Sal-Me;7;;;;;;;;44;;;1;;10012;15;100;1;3;3;19;2;14;9;14;10;10;10;3;2;14;;;;10;0;0;37;50;2;1;1;1;2;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Priest;Recruitment;;;;;;;;
2180;Ishib;7;;;;;;;;44;;;1;;10017;22;200;1;3;3;24;2;14;9;15;10;9;10;3;2;14;;;;10;0;0;44;50;2;1;1;1;2;;;;;;2;;;;;;2;100;1;1;9472;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Mage;Recruitment;;;;;;;;
2181;Ensi;7;;;;;;;148;142;;;1;;10017;19;290;1;3;3;24;2;16;13;15;10;9;10;3;2;14;;;;80;0;0;60;50;2;1;1;1;2;;;;;;2;;;;1;;3;100;1;1;9984;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Mage;Recruitment;;;;;;;;
2182;Gala;92;;;;;;;;44;;;1;;10012;15;75;1;3;3;19;2;14;8;14;10;9;10;3;2;14;;;;40;0;0;33;50;2;1;1;1;2;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;c;Mage;Recruitment;;;;;;;;
2183;Enkidu Reaver;253;;;;;;;;44;;;1;;10032;30;65;1;3;3;27;2;11;13;17;11;9;10;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2184;Enkidu Slave;92;;;;;;;;44;;;1;;10012;12;40;1;3;3;22;2;10;6;14;8;7;8;3;2;14;;;;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Recruitment;;;;;;;;
2185;Crocodile;20;;;;;;;;;;;1;;0;0;0;1;3;3;23;12;5;14;14;10;7;5;3;1;7;;;;40;0;0;15;31;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Summon;;;;;;;;
2186;Sacred Crocodile;20;;;;;;;;;;;1;;0;0;0;1;5;5;73;14;5;15;21;11;7;5;3;1;7;;;;40;0;0;23;52;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;u;Unit;Summon;;;;;;;;
2187;Dryad;55;;;;;;;;;;;1;;9995;0;155;1;2;2;11;0;16;10;10;10;12;10;3;2;15;;;;40;0;0;77;90;2;1;1;1;2;;;;;;1;;;;1;;2;100;1;1;1536;10;1;1;9728;;;;;;;;;1;;;;;;;;;;1;1;;;;;;;;;;;;;;;;65;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c;Mage;Recruitment;;;;;;;;
