id	name	school	researchlevel	path1	pathlevel1	path2	pathlevel2	effect_record_id	effects_count	precision	fatiguecost	gemcost	next_spell	damage	end
1064	Queen of Elemental Air	0	8	1	5	-1	0	1064	1	0	0	50	0	7	
1065	Queen of Elemental Water	0	8	2	5	-1	0	1065	1	0	0	50	0	6	
1066	Guardians of the Deep	0	8	2	6	-1	0	1066	1	0	0	60	0	52	
1067	Earth Attack	0	8	3	5	-1	0	1067	1	0	0	5	0	3741	
1068	King of Elemental Earth	0	8	3	5	-1	0	1068	1	0	0	50	0	4	
1069	Manifestation	0	8	5	5	-1	0	1069	1	0	0	4	0	392	
1070	Well of Misery	0	8	5	6	-1	0	1070	1	0	0	80	0	33	
1071	King of Banefires	0	8	5	3	0	4	1071	1	0	0	50	0	9	
1072	Call the Eater of the Dead	0	8	4	4	5	4	1072	1	0	0	50	0	994	
1073	Dragon Master	4	8	7	3	-1	0	1073	1	0	0	30	0	1073741824	
1074	Wild Growth	0	8	6	4	-1	0	1074	1	0	40	0	0	64	
1075	Faerie Court	0	8	7	4	6	1	1075	1	0	0	60	38	627	
1076	Call Ancient Presence	0	9	2	5	6	4	1076	1	0	0	15	0	2251	
1077	Call Abomination	0	9	4	5	2	2	1077	1	0	0	15	0	521	
1078	Ghost Riders	0	9	5	5	-1	0	1078	75	0	0	5	0	189	
1079	Legion of Wights	0	9	5	5	-1	0	1079	3002	0	0	20	0	533	
1080	Tartarian Gate	0	9	5	7	-1	0	1080	1	0	0	7	0	10	
1081	Awaken Tarrasque	0	9	6	5	-1	0	1081	1	0	0	15	0	925	
1082	Enchanted Forests	0	9	6	7	-1	0	1082	1	0	0	90	0	24	
1083	Celestial Rainbow	2	9	7	7	2	5	1083	1	0	0	80	0	90	
1084	Corpse Man Construction	3	2	1	1	5	1	1084	1	0	0	1	0	534	
1085	Clockwork Soldiers	3	2	3	2	-1	0	1085	510	0	0	4	0	2321	
1086	Temper Armors	3	2	3	2	-1	0	1086	1	0	30	0	0	64	
1087	Construct Manikin	3	2	6	1	5	1	1087	2014	0	0	7	0	313	
1088	Clockwork Horrors	3	4	3	2	-1	0	1088	1013	0	0	9	0	982	
1089	Crusher Construction	3	4	3	3	-1	0	1089	1	0	0	10	0	475	
1090	Soldiers of Steel	3	4	3	3	-1	0	1090	1	0	60	0	0	64	
1091	Wooden Construction	3	4	6	3	-1	0	1091	4	0	0	6	0	476	
1092	Construct Mandragora	3	4	6	2	5	1	1092	2006	0	0	10	0	314	
1093	Iron Gryphon	3	6	0	3	3	1	1093	1	0	0	6	0	3831	
1094	Legions of Steel	3	6	3	4	-1	0	1094	1	0	0	1	0	64	
1095	Forge of the Ancients	3	6	3	5	-1	0	1095	1	0	0	80	0	20	
1096	Mechanical Men	3	6	3	2	-1	0	1096	1013	0	0	15	0	532	
1097	Golem Construction	3	6	4	3	3	2	1097	1	0	0	35	0	471	
1098	Siege Golem	3	8	3	3	-1	0	1098	1	0	0	15	0	760	
1099	Iron Dragon	3	8	3	4	0	2	1099	1	0	0	25	0	531	
1100	Mechanical Militia	3	8	3	5	-1	0	1100	1	0	0	80	0	51	
1101	Juggernaut Construction	3	8	4	5	-1	0	1101	1	0	0	25	0	781	
1102	Poison Golem	3	8	5	4	3	2	1102	1	0	0	35	0	1099	
1103	Protection from Fire	4	1	0	1	-1	0	1103	1	0	5	0	0	36028797018963968	
1104	Levitate	4	1	1	1	-1	0	1104	1	0	20	0	0	4503599627370496	
1105	Trueshot	4	1	1	1	-1	0	1105	1	5	5	0	0	4	
1106	Windrunner	4	1	1	1	-1	0	1106	1	0	10	0	0	4	
1107	Protection from Lightning	4	1	1	1	-1	0	1107	1	0	5	0	0	72057594037927936	
1108	Protection from Cold	4	1	2	1	-1	0	1108	1	0	5	0	0	144115188075855872	
1109	Strength of Giants	4	1	3	2	-1	0	1109	1	0	20	0	0	128	
1110	Resist Magic	4	1	4	1	-1	0	1110	1	0	20	0	0	67108864	
1111	Animate Skeleton	4	1	5	1	-1	0	1111	1	-2	30	0	0	-2	
1112	Animate Dead	4	1	5	1	-1	0	1112	1	-2	20	0	0	-3	
1113	Reanimation	4	1	5	1	-1	0	1113	1009	0	0	3	0	-2	
1114	Protection from Poison	4	1	6	1	-1	0	1114	1	0	5	0	0	4611686018427387904	
1115	Healing Touch	4	1	6	1	-1	0	1115	1	1	20	0	0	10020	
1116	True Sight	4	1	7	1	-1	0	1116	1	0	5	0	0	70368744177664	
1117	False Fetters	4	1	7	2	-1	0	1117	1	0	10	0	0	131072	
1118	Ignite Arrows	4	2	0	2	-1	0	1118	1	0	20	0	0	8388608	
1119	Personal Flight	4	2	1	1	-1	0	1119	1	0	20	0	0	131072	
1120	Water Shield	4	2	2	1	-1	0	1120	1	0	20	0	0	32	
1121	Breath of Winter	4	2	2	1	-1	0	1121	1	0	20	0	0	8192	
1122	Flying Shield	4	2	3	1	1	1	1122	1	0	20	0	0	549755813888	
1123	Revive King	4	2	5	1	-1	0	1123	1	0	0	3	0	188	
1124	Proud Steed	4	2	6	1	-1	0	1124	1	2	20	0	0	536870912	
1125	Gift of the Hare	4	2	6	1	-1	0	1125	1	0	20	0	0	4	
1126	Personal Regeneration	4	2	6	2	-1	0	1126	1	0	20	0	0	32	
1127	Envenom Arrows	4	2	6	1	-1	0	1127	1	0	20	0	0	1125899906842624	
1128	Gift of the Serpent	4	2	6	1	-1	0	1128	1	0	20	0	0	288230376151711744	
1129	Shroud of Splendor	4	2	7	1	0	1	1129	1	0	10	0	0	36028797018963968	
1130	Lesser Flame Ward	4	3	0	2	-1	0	1130	1	0	20	0	0	1024	
1131	Fire Shield	4	3	0	1	-1	0	1131	1	0	20	0	0	32768	
1132	Arrow of the Western Wind	4	3	1	2	-1	0	1132	1	25	20	0	0	1018	
1133	Farflight	4	3	1	1	-1	0	1133	1	0	20	0	0	562949953421312	
1134	Gift of Flight	4	3	1	2	-1	0	1134	1	0	20	0	0	131072	
1135	Lesser Thunder Ward	4	3	1	2	-1	0	1135	1	0	20	0	0	2048	
1136	Seeking Arrow	4	3	1	3	-1	0	1136	1	0	0	4	0	8	
1137	Lesser Winter Ward	4	3	2	2	-1	0	1137	1	0	20	0	0	4096	
1138	Claymen	4	3	2	1	3	1	1138	510	0	0	7	0	817	
1139	Gift of Giant Strength	4	3	3	2	-1	0	1139	1	0	40	0	0	128	
1140	Astral Shield	4	3	4	1	-1	0	1140	1	0	20	0	0	268435456	
1141	Second Sight	4	3	4	1	5	1	1141	1	0	20	0	0	137438953472	
1142	Raise Skeletons	4	3	5	2	-1	0	1142	3	-2	40	0	0	-2	
1143	Create Revenant	4	3	5	2	-1	0	1143	1	0	0	9	0	396	
1144	Regeneration	4	3	6	3	-1	0	1144	1	0	40	0	0	32	
1145	Heal	4	3	6	1	-1	0	1145	1	5	20	0	0	10020	
1146	Gift of True Sight	4	3	7	1	-1	0	1146	1	0	20	0	0	70368744177664	
1147	Shroud of Bewilderment	4	3	7	2	-1	0	1147	1	0	20	0	0	16777216	
1148	Horrible Visage	4	3	7	2	5	1	1148	1	0	10	0	0	16	
1149	Terracotta Army	4	4	0	1	3	1	1149	1014	0	0	9	0	2134	
1150	Levitate Soldiers	4	4	1	2	-1	0	1150	1	0	40	0	0	4503599627370496	
1151	Trueshot Warriors	4	4	1	2	-1	0	1151	1	0	0	1	0	4	
1152	Cloud Trapeze	4	4	1	2	-1	0	1152	1	0	0	3	0	1	
1153	Earth Shatter Hammers	4	4	3	2	-1	0	1153	1	0	40	0	0	2251799813685248	
1154	Shroud of Flying Shards	4	4	3	2	1	1	1154	1	0	20	0	0	18014398509481984	
1155	Vile Water	4	4	2	2	-1	0	1155	1	0	0	2	0	2159	
1156	Spell Ward	4	4	4	2	-1	0	1156	1	0	0	1	0	67108864	
1157	Astral Healing	4	4	4	3	-1	0	1157	1	0	0	1	0	2	
1158	Raise Dead	4	4	5	2	-1	0	1158	2006	-2	40	0	0	-3	
1159	Twiceborn	4	4	5	2	-1	0	1159	1	0	0	10	0	4194304	
1160	Behemoth	4	4	5	3	-1	0	1160	1	0	0	7	0	452	
1161	Immaculate Mounts	4	4	6	2	-1	0	1161	1	2	20	0	0	536870912	
1162	Haste	4	4	6	3	-1	0	1162	1	0	0	1	0	4	
1163	Poison Ward	4	4	6	2	-1	0	1163	1	0	0	1	0	288230376151711744	
1164	Serpent Fang Arrows	4	4	6	3	-1	0	1164	1	0	0	1	0	1125899906842624	
1165	Simulacrum	4	4	7	3	-1	0	1165	1	0	0	20	0	9007199254740992	
1166	Gift of Splendor	4	4	7	2	0	1	1166	1	0	20	0	0	36028797018963968	
1167	Flaming Arrows	4	5	0	3	-1	0	1167	1	0	0	1	0	8388608	
1168	Flame Ward	4	5	0	2	-1	0	1168	1	0	0	1	0	1024	
1169	Farflight Arrows	4	5	1	2	-1	0	1169	1	0	0	1	0	562949953421312	
1170	Thunder Ward	4	5	1	2	-1	0	1170	1	0	0	1	0	2048	
1171	Watcher	4	5	1	3	3	1	1171	1	0	0	5	0	768	
1172	Trade Wind	4	5	1	4	-1	-1	1172	1	0	0	10	0	95	
1173	Winter Ward	4	5	2	2	-1	0	1173	1	0	0	1	0	4096	
1174	Friendly Currents	4	5	2	3	-1	0	1174	1	0	0	1	0	2	
1175	Quagmire	4	5	2	4	-1	0	1175	1	0	0	1	0	85	
1176	Giant Strength Warriors	4	5	3	3	-1	0	1176	1	0	0	1	0	128	
1177	Weapons of Sharpness	4	5	3	3	-1	0	1177	1	0	40	0	0	524288	
1178	Enliven Gargoyles	4	5	3	3	1	1	1178	510	0	0	12	0	2368	
1179	Ritual of Returning	4	5	4	2	-1	0	1179	1	0	0	3	0	8388608	
1180	Dispel	4	5	4	3	-1	0	1180	1	0	0	30	0	1	
1181	The Eyes of God	4	5	4	5	-1	0	1181	1	0	0	50	0	15	
1182	Gift of Spirit Sight	4	5	4	3	5	1	1182	1	0	20	0	0	137438953472	
1183	Pale Riders	4	5	5	3	-1	0	1183	2019	-2	0	10	0	189	
1184	Horde of Skeletons	4	5	5	2	-1	0	1184	505	-2	40	0	0	-2	
1185	Group Regeneration	4	5	6	3	-1	0	1185	1	0	60	0	0	32	
1186	Faery Trod	4	5	6	4	7	1	1186	1	0	0	20	0	1	
1187	Dreamwild Demesne	4	5	7	5	-1	0	1187	1	0	0	10	0	140	
1188	Eternal Pyre	4	6	0	6	-1	0	1188	1	0	0	80	0	17	
1189	Heat from Hell	4	6	0	4	-1	0	1189	1	0	0	2	0	6	
1190	Vafur Flames	4	6	0	5	-1	0	1190	1	0	0	10	0	73	
1191	Wind Guide	4	6	1	3	-1	0	1191	1	0	0	1	0	256	
1192	Greater Farflight	4	6	1	4	-1	0	1192	1	0	0	1	0	562949953421312	
1193	Dome of Solid Air	4	6	1	5	-1	0	1193	1	0	0	20	0	61	
1194	Water Ward	4	6	2	1	-1	0	1194	1	0	0	1	0	32	
1195	Grip of Winter	4	6	2	4	-1	0	1195	1	0	0	2	0	9	
1196	Frost Dome	4	6	2	5	-1	0	1196	1	0	0	15	0	62	
1197	Hidden in Snow	4	6	2	3	5	1	1197	1	0	0	65	0	1	
1198	Earthquake Warriors	4	6	3	4	-1	0	1198	1	0	0	1	0	2251799813685248	
1199	Riches from Beneath	4	6	3	5	-1	0	1199	1	0	0	70	0	35	
1200	Enliven Statues	4	6	3	3	-1	0	1200	1007	0	0	20	0	474	
1201	Hidden in Sand	4	6	3	3	5	1	1201	1	0	0	65	0	2	
1202	Hidden Underneath	4	6	3	3	5	1	1202	1	0	0	65	0	3	
1203	Opposition	4	6	4	3	-1	0	1203	1	100	20	0	123	999	
1204	Dome of Arcane Warding	4	6	4	4	-1	0	1204	1	0	0	10	0	64	
1205	Rigor Mortis	4	6	5	4	-1	0	1205	1	0	0	3	0	4	
1206	Reanimate Archers	4	6	5	2	0	1	1206	10	0	0	5	0	535	
1207	Ziz	4	6	5	3	1	2	1207	1	0	0	2	0	1388	
1208	Hail of Serpent Fangs	4	6	6	4	-1	0	1208	1	0	0	2	0	1125899906842624	
1209	Relief	4	6	6	5	-1	0	1209	1	0	0	1	0	84	
1210	Forest Dome	4	6	6	5	-1	0	1210	1	0	0	10	0	66	
1211	Foul Vapors	4	6	6	4	2	1	1211	1	0	0	2	0	45	
1212	Steal Sight	4	6	7	1	-1	0	1212	1	100	20	0	0	4096	
1213	Aura of Splendor	4	6	7	3	0	1	1213	1	0	40	0	0	36028797018963968	
1214	Dome of Misdirection	4	6	7	5	-1	0	1214	1	0	0	20	0	67	
1215	Hail of Burning Embers	4	7	0	4	-1	0	1215	1	0	0	2	0	8388608	
1216	Dome of Flaming Death	4	7	0	4	-1	0	1216	1	0	0	8	0	60	
1217	Mass Flight	4	7	1	4	-1	0	1217	1	0	0	1	0	131072	
1218	Thetis' Blessing	4	7	2	5	-1	0	1218	1	0	0	50	0	59	
1219	Ghost Ship Armada	4	7	2	5	5	3	1219	1	0	0	60	0	43	
1220	Steel Slice Warriors	4	7	3	4	-1	0	1220	1	0	0	1	0	524288	
1221	Lion Sentinels	4	7	3	5	-1	0	1221	1	0	0	30	0	105	
1222	Earth Blood Deep Well	4	7	3	6	-1	0	1222	1	0	0	80	0	48	
1223	Antimagic	4	7	4	3	-1	0	1223	1	0	0	2	0	67108864	
1224	Solar Brilliance	4	7	4	5	-1	0	1224	1	0	0	3	0	21	
1225	Stellar Focus	4	7	4	5	-1	0	1225	1	0	0	60	0	54	
1226	Disenchantment	4	7	4	5	-1	0	1226	1	0	0	50	0	1	
1227	Carrion Reanimation	4	7	5	3	-1	0	1227	200	0	0	10	0	-3	
1228	Life after Death	4	7	5	4	-1	0	1228	1	0	0	4	0	2097152	
1229	Ritual of Rebirth	4	7	5	4	-1	0	1229	1	0	0	15	0	398	
1230	Leviathan	4	7	5	3	2	1	1230	1	0	0	10	0	1235	
1231	Mass Regeneration	4	7	6	4	-1	0	1231	1	0	0	1	0	32	
1232	Serpent's Blessing	4	7	6	4	-1	0	1232	1	0	0	2	0	16777216	
1233	Awaken Treelord	4	7	6	5	-1	0	1233	1	0	0	35	0	11	
1234	Gift of Health	4	7	6	6	-1	0	1234	1	0	0	50	0	30	
1235	Aura of Bewilderment	4	7	7	4	-1	0	1235	1	0	0	1	0	16777216	
1236	Veil of Perpetual Mists	4	7	7	5	-1	0	1236	1	0	0	30	0	114	
1237	Nightmare Masks	4	7	7	4	5	1	1237	1	0	0	1	0	16	
1238	Warriors of the Dawn	4	7	7	4	0	1	1238	1	0	0	1	0	36028797018963968	
1239	Land of the Ever Young	4	7	7	5	6	1	1239	1	0	0	10	0	141	
1240	Fire Fend	4	8	0	4	-1	0	1240	1	0	0	1	0	1024	
1241	Frost Fend	4	8	2	4	-1	0	1241	1	0	0	1	0	4096	
1242	Soaring Army	4	8	1	5	-1	0	1242	1	0	0	3	0	131072	
1243	Thunder Fend	4	8	1	4	-1	0	1243	1	0	0	1	0	2048	
1244	Wrath of the Sea	4	8	2	5	-1	0	1244	1	0	0	70	0	18	
1245	Lichcraft	4	9	5	5	-1	0	1245	1	0	0	25	0	178	
1246	Fields of the Dead	4	8	5	5	3	2	1246	1	0	0	2	0	96	
1247	Void Pattern Labyrinth	4	8	4	4	7	3	1247	1	0	0	10	0	69	
1248	Unraveling	4	8	4	6	-1	0	1248	1	0	0	6	40	256	
1249	Army Regeneration	4	8	6	5	-1	0	1249	1	0	0	3	0	32	
1250	Haunted Forest	4	8	6	5	5	1	1250	1	0	0	60	0	55	
1251	Fata Morgana	4	8	7	7	-1	0	1251	1	0	0	90	0	53	
1252	Mists of Deception	4	8	7	5	1	1	1252	1	0	0	2	0	72	
1253	Earth Shatter Army	4	9	3	5	-1	0	1253	1	0	0	2	0	2251799813685248	
1254	Demon Cleansing	4	9	2	5	-1	0	1254	1	0	0	1	0	83	
1255	Dome of Seven Seals	4	9	4	4	3	4	1255	1	0	0	14	0	132	
1256	Arcane Nexus	4	9	4	8	-1	0	1256	1	0	0	150	0	19	
1257	Army of the Dead	4	9	5	5	-1	0	1257	5075	0	0	10	46	-2	
1258	Gaia's Blessing	4	9	6	5	3	2	1258	1	0	0	3	0	16784384	
1259	Gift of Nature's Bounty	4	9	6	7	-1	0	1259	1	0	0	70	0	27	
1260	Desiccation	5	1	2	2	-1	0	1260	1	100	20	0	0	250	
1261	Farstrike	5	1	3	2	4	1	1261	1	5	5	0	0	1015	
1262	Blink	5	1	4	1	-1	0	1262	1	0	10	0	0	30	
1263	Communion Master	5	1	4	1	-1	0	1263	1	0	20	0	0	144115188075855872	
1264	Communion Slave	5	1	4	1	-1	0	1264	1	0	20	0	0	288230376151711744	
1265	Horror Mark	5	1	4	2	-1	0	1265	1	100	20	0	0	261	
1266	Dust to Dust	5	1	5	1	-1	0	1266	1	0	20	0	0	2020	
1267	Decay	5	1	5	1	-1	0	1267	1	3	20	0	0	256	
1268	Frighten	5	1	5	1	-1	0	1268	1	5	5	0	0	5	
1269	Seven Year Fever	5	1	6	1	0	1	1269	1	2	30	0	0	1	
1270	Fascination	5	1	7	1	-1	0	1270	1	100	20	0	0	100	
1271	Personal Luck	5	1	7	1	-1	0	1271	1	0	20	0	0	2	
1272	Curse	5	1	7	1	4	1	1272	1	100	30	0	0	2	
1273	Bonds of Fire	5	2	0	1	-1	0	1273	1	3	20	0	0	65536	
1274	Battle Fury	5	2	0	2	-1	0	1274	1	2	20	0	0	281474976710656	
1275	Steal Breath	5	2	1	1	-1	0	1275	1	5	20	0	0	5035	
1276	Calm Emotions	5	2	2	1	-1	0	1276	1	100	20	0	0	36028797018963968	
1277	Scrying Pool	5	2	2	1	7	1	1277	1	0	0	2	0	36	
1278	Returning	5	2	4	2	-1	0	1278	1	0	0	2	0	1	
1279	Mind Burn	5	2	4	2	-1	0	1279	1	100	20	0	0	1010	
1280	Beast Fury	5	2	6	1	-1	0	1280	1	2	20	0	0	281474976710656	
1281	Sleep	5	2	7	2	-1	0	1281	1	100	20	0	0	1024	
1282	Rage	5	3	0	2	-1	0	1282	1	100	20	0	0	128	
1283	Augury	5	3	0	2	-1	0	1283	1	0	0	2	0	0	
1284	Carrier Birds	5	3	1	2	-1	0	1284	1	0	0	2	0	15	
1285	Carrier Eagle	5	3	1	2	-1	0	1285	1	0	0	3	0	1	
1286	Sailors' Death	5	3	2	3	-1	0	1286	1	1	20	0	0	3005	
1287	Iron Will	5	3	3	1	-1	0	1287	1	100	20	0	0	67108864	
1288	Teleport Gems	5	3	4	3	-1	0	1288	1	0	0	2	0	10	
1289	Haruspex	5	3	6	2	-1	0	1289	1	0	0	2	0	6	
1290	Panic	5	3	6	2	-1	0	1290	1	1	20	0	0	1	
1291	Whispers of the Wild	5	3	6	2	-1	0	1291	1	0	0	3	0	36	
1292	Luck	5	3	7	1	-1	0	1292	1	2	20	0	0	2	
1293	Despair	5	3	7	2	-1	0	1293	1	1	10	0	0	4	
1294	Geas	5	3	7	2	-1	0	1294	1	100	20	0	0	18014398509481984	
1295	Prison of Fire	5	4	0	3	-1	0	1295	1	2	30	0	0	65536	
1296	Furious Warriors	5	4	0	2	-1	0	1296	1	2	40	0	0	281474976710656	
1297	Auspex	5	4	1	2	-1	0	1297	1	0	0	2	0	1	
1298	Curse of the Desert	5	4	2	3	-1	0	1298	1	100	30	0	0	250	
1299	Gnome Lore	5	4	3	2	-1	0	1299	1	0	0	3	0	3	
1300	Paralyze	5	4	4	2	-1	0	1300	1	100	20	0	0	9042	
1301	Telestic Animation	5	4	4	2	-1	0	1301	1	0	0	5	0	473	
1302	Astral Window	5	4	4	2	-1	0	1302	1	0	0	3	0	36	
1303	Teleport	5	4	4	3	-1	0	1303	1	0	0	2	0	1	
1304	Vengeance of the Dead	5	4	7	3	5	1	1304	1	0	0	3	0	999	
1305	Terror	5	4	5	3	-1	0	1305	1	1	20	0	0	3	
1306	Ferocity	5	4	6	2	-1	0	1306	1	2	20	0	0	281474976710656	
1307	Touch of Madness	5	4	6	1	-1	0	1307	1	0	30	0	0	256	
1308	Rage of the Cornered Rat	5	4	6	2	-1	0	1308	1	0	20	0	0	256	
1309	Wildness	5	4	6	3	-1	0	1309	1	3	20	0	0	17179869184	
1310	Cure Disease	5	4	6	4	-1	0	1310	1	0	0	5	0	1	
1311	Slumber	5	4	7	2	-1	0	1311	1	100	20	0	0	1024	
1312	Mind Blank	5	4	7	1	4	1	1312	1	0	20	0	0	140737488355328	
1313	Visions of Death	5	4	7	3	-1	0	1313	1	100	20	0	0	5010	
1314	Gift of the Furies	5	5	0	3	-1	0	1314	1	2	0	1	0	281474976710656	
1315	Pyre of Catharsis	5	5	0	3	-1	0	1315	1	0	0	4	0	1	
1316	Purifying Flames	-1	1	-1	0	-1	0	1316	1	0	0	0	0	20	
1317	Raging Hearts	5	5	0	4	-1	0	1317	1	0	0	10	0	2	
1318	Serenity	5	5	2	3	-1	0	1318	1	100	20	0	0	36028797018963968	
1319	Earth Sense	5	5	3	4	-1	0	1319	1	0	0	6	0	121	
1320	Teleport Item	5	5	4	2	-1	0	1320	1	0	0	3	0	1	
1321	Soul Slay	5	5	4	3	-1	0	1321	1	100	20	0	0	999	
1322	Leeching Darkness	5	5	5	3	-1	0	1322	1	1	20	0	0	134217728	
1323	Control the Dead	5	5	5	2	-1	0	1323	1	0	20	0	0	999	
1324	Charm Animal	5	5	6	2	-1	0	1324	1	100	20	0	0	999	
1325	Pack Ferocity	5	5	6	2	-1	0	1325	1	2	0	1	0	281474976710656	
1326	The Ravenous Swarm	5	5	6	3	-1	0	1326	1	0	0	1	0	92	
1327	Gift of Reason	5	5	6	4	-1	0	1327	1	0	0	20	0	1	
1328	Confusion	5	5	7	2	-1	0	1328	1	3	10	0	0	17179869184	
1329	Group Luck	5	5	7	2	-1	0	1329	1	2	40	0	0	2	
1330	Choleria	5	6	0	5	-1	0	1330	1	0	0	20	0	134	
1331	Sanguinia	5	6	1	5	-1	0	1331	1	0	0	20	0	135	
1332	Phlegmatia	5	6	2	5	-1	0	1332	1	0	0	20	0	136	
1333	Melancholia	5	6	3	5	-1	0	1333	1	0	0	20	0	137	
1334	Enslave Mind	5	6	4	4	-1	0	1334	1	100	20	0	0	999	
1335	Imprint Souls	5	6	4	4	-1	0	1335	1	-1	0	15	0	2052	
1336	Gateway	5	6	4	4	-1	0	1336	1	0	0	10	0	1	
1337	Wither Bones	5	6	5	3	-1	0	1337	1	-1	50	0	0	2010	
1338	Leprosy	5	6	5	5	-1	0	1338	1	-1	0	10	0	1	
1339	Foul Air	5	6	5	5	1	1	1339	1	0	0	75	0	10	
1340	Growing Fury	5	6	6	4	-1	0	1340	1	0	0	1	0	13	
1341	Mirror Mind	5	6	7	2	4	1	1341	1	0	20	0	0	140737488355328	
1342	Unending Nightmare	5	6	7	3	5	1	1342	1	100	20	0	0	17179870208	
1343	Beckoning	5	6	7	4	6	2	1343	5055	0	0	20	0	999	
1344	Sandman's Blessing	5	6	7	5	-1	0	1344	1	0	20	0	0	1024	
1345	Forgotten Palace	5	6	7	5	-1	0	1345	1	0	0	15	0	111	
1346	Purgatory	5	7	0	6	-1	0	1346	1	0	0	60	0	26	
1347	Dark Skies	5	7	1	5	-1	0	1347	1	0	0	50	0	32	
1348	Vengeful Water	5	7	2	7	-1	0	1348	1	0	0	70	0	93	
1349	Divine Name	5	7	4	5	-1	0	1349	1	0	0	25	0	1	
1350	Vortex of Returning	5	7	4	4	-1	0	1350	1	0	0	3	0	1	
1351	Plague	5	7	5	4	-1	0	1351	1	0	0	1	0	8	
1352	Burden of Time	5	7	5	7	-1	0	1352	1	0	0	70	0	29	
1353	Fury of the Wild	5	7	6	4	-1	0	1353	1	0	0	2	0	281474976710656	
1354	Charm	5	7	7	3	-1	0	1354	1	100	30	0	0	999	
1355	Mass Confusion	5	7	7	3	-1	0	1355	1	3	10	0	0	17179869184	
1356	Gates of Horn and Ivory	5	7	7	5	-1	0	1356	1	0	0	60	0	116	
1357	Hydrophobia	5	8	0	2	-1	0	1357	1	100	0	1	0	128	
1358	Ordeal by Fire	5	8	0	6	4	6	1358	1	0	0	70	0	131	
1359	Gale Gate	5	8	1	5	-1	0	1359	1	0	0	60	0	49	
1360	Lure of the Deep	5	8	7	5	2	2	1360	1	0	0	70	0	50	
1361	Astral Travel	5	8	4	5	-1	0	1361	1	0	0	25	0	1	
1362	Soul Drain	5	8	4	5	5	5	1362	1	0	0	5	0	5	
1363	Stygian Paths	5	8	5	5	-1	0	1363	1	0	0	15	0	1	
1364	Black Death	5	8	5	5	-1	0	1364	1	0	0	15	0	1	
1365	Undead Mastery	5	8	5	7	-1	0	1365	1	0	0	7	0	999	
1366	Call the Worm That Walks	5	8	6	5	-1	0	1366	1	0	0	30	0	2217	
1367	Battle Fortune	5	8	7	4	-1	0	1367	1	5	0	2	0	2	
1368	Winds of Arcane Drought	5	9	1	7	4	6	1368	1	0	0	90	0	133	
1369	Elemental Dampening	5	9	3	7	4	3	1369	1	0	0	60	0	123	
1370	Arcane Analysis	5	9	4	4	-1	0	1370	1	0	0	25	0	1	
1371	Astral Disruption	5	9	4	6	-1	0	1371	1	0	0	60	0	1	
1372	Master Enslave	5	9	4	8	-1	0	1372	1	0	0	8	0	999	
1373	Nexus Gate	5	9	4	5	3	3	1373	1	0	0	40	0	1	
1374	Remnants in the Depths	5	9	5	6	2	4	1374	1	0	0	90	0	124	
1375	Beast Mastery	5	9	6	6	-1	0	1375	1	0	0	4	0	999	
1376	Dreamwild Legion	5	9	7	5	-1	0	1376	1	0	0	4	0	2	
1377	Legion's Demise	5	9	7	7	-1	0	1377	1	0	0	4	0	143	
1378	Dreams of the Awakening God	5	9	7	8	-1	0	1378	1	0	0	90	0	125	
1379	Blood Burst	6	1	8	1	-1	0	1379	1	5	0	2	0	1010	
1380	Blood Heal	6	1	8	1	-1	0	1380	1	3	0	1	0	50	
1381	Sabbath Master	6	1	8	1	-1	0	1381	1	0	0	1	0	576460752303423488	
1382	Sabbath Slave	6	1	8	1	-1	0	1382	1	0	0	1	0	1152921504606846976	
1383	Reinvigoration	6	1	8	1	-1	0	1383	1	0	0	1	0	200	
1384	Bind Shadow Imp	6	1	8	1	-1	0	1384	1	0	0	4	0	2287	
1385	Summon Imps	6	1	8	1	-1	0	1385	5	0	0	1	0	303	
1386	Bind Fiery Imps	6	1	8	1	0	1	1386	505	0	0	5	0	2286	
1387	Blood Boil	6	1	8	1	0	1	1387	1	100	50	0	0	1010	
1388	Bowl of Blood	6	2	8	1	-1	0	1388	1	0	0	5	0	8	
1389	Agony	6	2	8	2	-1	0	1389	1	2	0	1	21	1	
1390	Banish Demon	6	2	8	1	-1	0	1390	1	100	0	1	0	999	
1391	Bind Spine Devil	6	2	8	2	-1	0	1391	1	0	0	2	0	638	
1392	Bind Fiend	6	2	8	2	-1	0	1392	1	-2	0	3	0	88	
1393	Bind Bone Fiends	6	2	8	1	5	1	1393	505	0	0	5	0	433	
1394	Hell Power	6	2	8	3	-1	0	1394	1	0	0	3	4	131072	
1395	Leeching Touch	6	3	8	1	-1	0	1395	1	0	20	0	0	1014	
1396	Pain Transfer	6	3	8	2	-1	0	1396	1	0	20	0	0	512	
1397	Infernal Circle	6	3	8	5	-1	0	1397	1	0	0	5	0	89	
1398	Bind Devil	6	3	8	2	0	2	1398	1	0	0	5	0	304	
1399	Bind Frost Fiend	6	3	8	2	2	2	1399	1	0	0	7	0	449	
1400	Cross Breeding	6	3	8	1	6	1	1400	1029	0	0	15	0	1	
1401	Blood Feast	6	3	8	2	-1	0	1401	1	0	0	5	0	50	
1402	Bind Serpent Fiends	6	4	8	1	-1	0	1402	3	0	0	4	0	526	
1403	Blood Lust	6	4	8	2	-1	0	1403	1	0	0	1	0	128	
1404	Hell Ride	6	4	8	3	-1	0	1404	1	0	0	10	0	1	
